benchmark,image_id,label,prob_e6c,prob_e20,pred_e20,prob_e21,pred_e21,prob_e22,pred_e22,prob_e23,pred_e23,route_decision_win,prob_e23_pure,pred_e23_pure,route_decision_pure,complementarity_type,e20_vs_e23_transition,e21_vs_e23_transition,generator,device_family,filepath
E14 Degraded External,real_raise_171_r1618da9dt_test_whatsapp_q75,Real,0.008881,0.006824,0,0.503418,1,0.453759,0,0.453759,0,Blend,0.503418,1,E21,E20_correct__E21_wrong,E20_correct__E23_correct,E21_wrong__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_171_r1618da9dt_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_171_r1618da9dt_test_resize_q80,Real,0.008713,0.006985,0,0.554688,1,0.499917,0,0.499918,0,Blend,0.554688,1,E21,E20_correct__E21_wrong,E20_correct__E23_correct,E21_wrong__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_171_r1618da9dt_test_resize_q80.jpg
E14 Degraded External,real_raise_171_r1618da9dt_test_double_jpeg,Real,0.002234,0.007317,0,0.317871,0,0.286816,0,0.286816,0,Blend,0.007317,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_171_r1618da9dt_test_double_jpeg.jpg
E14 Degraded External,real_raise_238_r1de76a54t_test_whatsapp_q75,Real,0.011734,0.001536,0,0.559082,1,0.503327,1,0.503327,1,Blend,0.559082,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_238_r1de76a54t_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_238_r1de76a54t_test_resize_q80,Real,0.012726,0.001289,0,0.509766,1,0.458918,0,0.458918,0,Blend,0.509766,1,E21,E20_correct__E21_wrong,E20_correct__E23_correct,E21_wrong__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_238_r1de76a54t_test_resize_q80.jpg
E14 Degraded External,real_raise_238_r1de76a54t_test_double_jpeg,Real,0.008949,0.001245,0,0.504395,1,0.454080,0,0.454080,0,Blend,0.504395,1,E21,E20_correct__E21_wrong,E20_correct__E23_correct,E21_wrong__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_238_r1de76a54t_test_double_jpeg.jpg
E14 Degraded External,real_raise_197_r19b49f2ct_test_whatsapp_q75,Real,0.250732,0.068298,0,0.470703,0,0.430463,0,0.430462,0,Blend,0.068298,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_197_r19b49f2ct_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_197_r19b49f2ct_test_resize_q80,Real,0.198242,0.076660,0,0.460938,0,0.422510,0,0.422510,0,Blend,0.076660,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_197_r19b49f2ct_test_resize_q80.jpg
E14 Degraded External,real_raise_197_r19b49f2ct_test_double_jpeg,Real,0.047699,0.050812,0,0.352051,0,0.321927,0,0.321927,0,Blend,0.050812,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_197_r19b49f2ct_test_double_jpeg.jpg
E14 Degraded External,real_raise_078_r09d7cd4et_test_whatsapp_q75,Real,0.772461,0.504395,1,0.979492,1,0.931982,1,0.931982,1,Blend,0.504395,1,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_078_r09d7cd4et_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_078_r09d7cd4et_test_resize_q80,Real,0.780762,0.538574,1,0.979492,1,0.935400,1,0.935400,1,Blend,0.538574,1,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_078_r09d7cd4et_test_resize_q80.jpg
E14 Degraded External,real_raise_078_r09d7cd4et_test_double_jpeg,Real,0.611328,0.436035,0,0.975098,1,0.921191,1,0.921192,1,Blend,0.975098,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_078_r09d7cd4et_test_double_jpeg.jpg
E14 Degraded External,real_raise_085_r0aaa70c3t_test_whatsapp_q75,Real,0.764160,0.062561,0,0.819336,1,0.743658,1,0.743659,1,Blend,0.819336,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_085_r0aaa70c3t_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_085_r0aaa70c3t_test_resize_q80,Real,0.730469,0.055725,0,0.784668,1,0.711774,1,0.711774,1,Blend,0.784668,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_085_r0aaa70c3t_test_resize_q80.jpg
E14 Degraded External,real_raise_085_r0aaa70c3t_test_double_jpeg,Real,0.316406,0.022324,0,0.769043,1,0.694371,1,0.694371,1,Blend,0.769043,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_085_r0aaa70c3t_test_double_jpeg.jpg
E14 Degraded External,real_raise_216_r1bc3dd23t_test_whatsapp_q75,Real,0.000467,0.000330,0,0.011421,0,0.010312,0,0.010312,0,Blend,0.000330,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_216_r1bc3dd23t_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_216_r1bc3dd23t_test_resize_q80,Real,0.000519,0.000218,0,0.010056,0,0.009072,0,0.009072,0,Blend,0.000218,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_216_r1bc3dd23t_test_resize_q80.jpg
E14 Degraded External,real_raise_216_r1bc3dd23t_test_double_jpeg,Real,0.000089,0.000439,0,0.009377,0,0.008483,0,0.008483,0,Blend,0.000439,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_216_r1bc3dd23t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_firefly_081_r159d3942t_test_whatsapp_q75,AI,0.000499,0.014671,0,0.127686,0,0.116384,0,0.116385,0,Blend,0.014671,0,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,firefly,unknown,data/final_external_pool/final_test_degraded/ai_sb_firefly_081_r159d3942t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_firefly_081_r159d3942t_test_resize_q80,AI,0.000426,0.012238,0,0.077393,0,0.070877,0,0.070877,0,Blend,0.012238,0,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,firefly,unknown,data/final_external_pool/final_test_degraded/ai_sb_firefly_081_r159d3942t_test_resize_q80.jpg
E14 Degraded External,ai_sb_firefly_081_r159d3942t_test_double_jpeg,AI,0.000236,0.012428,0,0.090881,0,0.083036,0,0.083036,0,Blend,0.012428,0,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,firefly,unknown,data/final_external_pool/final_test_degraded/ai_sb_firefly_081_r159d3942t_test_double_jpeg.jpg
E14 Degraded External,real_raise_196_r1986e42bt_test_whatsapp_q75,Real,0.129639,0.005489,0,0.533203,1,0.480432,0,0.480432,0,Blend,0.533203,1,E21,E20_correct__E21_wrong,E20_correct__E23_correct,E21_wrong__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_196_r1986e42bt_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_196_r1986e42bt_test_resize_q80,Real,0.097717,0.005775,0,0.601074,1,0.541544,1,0.541544,1,Blend,0.601074,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_196_r1986e42bt_test_resize_q80.jpg
E14 Degraded External,real_raise_196_r1986e42bt_test_double_jpeg,Real,0.028809,0.003750,0,0.532227,1,0.479379,0,0.479379,0,Blend,0.532227,1,E21,E20_correct__E21_wrong,E20_correct__E23_correct,E21_wrong__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_196_r1986e42bt_test_double_jpeg.jpg
E14 Degraded External,real_raise_126_r102b4aa4t_test_whatsapp_q75,Real,0.061646,0.017715,0,0.796875,1,0.718959,1,0.718959,1,Blend,0.796875,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_126_r102b4aa4t_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_126_r102b4aa4t_test_resize_q80,Real,0.074524,0.015076,0,0.725586,1,0.654535,1,0.654535,1,Blend,0.725586,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_126_r102b4aa4t_test_resize_q80.jpg
E14 Degraded External,real_raise_126_r102b4aa4t_test_double_jpeg,Real,0.013428,0.012527,0,0.821777,1,0.740852,1,0.740852,1,Blend,0.821777,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_126_r102b4aa4t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-4_203_r17fe8532t_test_whatsapp_q75,AI,0.001147,0.824219,1,0.976074,1,0.960889,1,0.960889,1,Blend,0.824219,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,stable-diffusion-1-4,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_203_r17fe8532t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-4_203_r17fe8532t_test_resize_q80,AI,0.002068,0.875000,1,0.979492,1,0.969043,1,0.969043,1,Blend,0.875000,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,stable-diffusion-1-4,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_203_r17fe8532t_test_resize_q80.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-4_203_r17fe8532t_test_double_jpeg,AI,0.000038,0.951172,1,0.940430,1,0.941504,1,0.941504,1,Blend,0.951172,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,stable-diffusion-1-4,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-4_203_r17fe8532t_test_double_jpeg.jpg
E14 Degraded External,real_raise_117_r0f4ece9bt_test_whatsapp_q75,Real,0.084351,0.023773,0,0.802246,1,0.724399,1,0.724399,1,Blend,0.802246,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_117_r0f4ece9bt_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_117_r0f4ece9bt_test_resize_q80,Real,0.065735,0.023026,0,0.783203,1,0.707185,1,0.707185,1,Blend,0.783203,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_117_r0f4ece9bt_test_resize_q80.jpg
E14 Degraded External,real_raise_117_r0f4ece9bt_test_double_jpeg,Real,0.068909,0.012970,0,0.803711,1,0.724637,1,0.724637,1,Blend,0.803711,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_117_r0f4ece9bt_test_double_jpeg.jpg
E14 Degraded External,ai_sb_stable-diffusion-2_236_r1ad2de34t_test_whatsapp_q75,AI,0.990234,0.471191,0,0.999023,1,0.946240,1,0.946240,1,Blend,0.999023,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,stable-diffusion-2,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-2_236_r1ad2de34t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_stable-diffusion-2_236_r1ad2de34t_test_resize_q80,AI,0.992188,0.417969,0,0.999023,1,0.940918,1,0.940918,1,Blend,0.999023,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,stable-diffusion-2,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-2_236_r1ad2de34t_test_resize_q80.jpg
E14 Degraded External,ai_sb_stable-diffusion-2_236_r1ad2de34t_test_double_jpeg,AI,0.987305,0.281982,0,0.998047,1,0.926440,1,0.926441,1,Blend,0.998047,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,stable-diffusion-2,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-2_236_r1ad2de34t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-3_153_r026b5360t_test_whatsapp_q75,AI,0.001495,0.205444,0,0.872559,1,0.805847,1,0.805848,1,Blend,0.872559,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,stable-diffusion-1-3,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_153_r026b5360t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-3_153_r026b5360t_test_resize_q80,AI,0.001057,0.132935,0,0.809570,1,0.741907,1,0.741907,1,Blend,0.809570,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,stable-diffusion-1-3,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_153_r026b5360t_test_resize_q80.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-3_153_r026b5360t_test_double_jpeg,AI,0.000090,0.322754,0,0.363037,0,0.359009,0,0.359009,0,Blend,0.322754,0,E20,both_wrong,E20_wrong__E23_wrong,E21_wrong__E23_wrong,stable-diffusion-1-3,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_153_r026b5360t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_midjourney-v5_142_r169c7350t_test_whatsapp_q75,AI,0.574707,0.102478,0,0.940918,1,0.857074,1,0.857074,1,Blend,0.940918,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,midjourney-v5,unknown,data/final_external_pool/final_test_degraded/ai_sb_midjourney-v5_142_r169c7350t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_midjourney-v5_142_r169c7350t_test_resize_q80,AI,0.655273,0.125977,0,0.935059,1,0.854150,1,0.854151,1,Blend,0.935059,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,midjourney-v5,unknown,data/final_external_pool/final_test_degraded/ai_sb_midjourney-v5_142_r169c7350t_test_resize_q80.jpg
E14 Degraded External,ai_sb_midjourney-v5_142_r169c7350t_test_double_jpeg,AI,0.280518,0.079041,0,0.934082,1,0.848578,1,0.848578,1,Blend,0.934082,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,midjourney-v5,unknown,data/final_external_pool/final_test_degraded/ai_sb_midjourney-v5_142_r169c7350t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_dalle3_057_r1bdb6385t_test_whatsapp_q75,AI,0.946289,0.541016,1,0.997559,1,0.951904,1,0.951905,1,Blend,0.541016,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,dalle3,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle3_057_r1bdb6385t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_dalle3_057_r1bdb6385t_test_resize_q80,AI,0.953613,0.572754,1,0.998047,1,0.955518,1,0.955518,1,Blend,0.572754,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,dalle3,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle3_057_r1bdb6385t_test_resize_q80.jpg
E14 Degraded External,ai_sb_dalle3_057_r1bdb6385t_test_double_jpeg,AI,0.867676,0.469971,0,0.996582,1,0.943921,1,0.943921,1,Blend,0.996582,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,dalle3,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle3_057_r1bdb6385t_test_double_jpeg.jpg
E14 Degraded External,real_raise_233_r1d679eaet_test_whatsapp_q75,Real,0.002398,0.002209,0,0.229492,0,0.206764,0,0.206764,0,Blend,0.002209,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_233_r1d679eaet_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_233_r1d679eaet_test_resize_q80,Real,0.002602,0.002369,0,0.223877,0,0.201726,0,0.201726,0,Blend,0.002369,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_233_r1d679eaet_test_resize_q80.jpg
E14 Degraded External,real_raise_233_r1d679eaet_test_double_jpeg,Real,0.001121,0.002834,0,0.205444,0,0.185183,0,0.185183,0,Blend,0.002834,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_233_r1d679eaet_test_double_jpeg.jpg
E14 Degraded External,real_raise_249_r1f3e6681t_test_whatsapp_q75,Real,0.071838,0.006218,0,0.513672,1,0.462926,0,0.462927,0,Blend,0.513672,1,E21,E20_correct__E21_wrong,E20_correct__E23_correct,E21_wrong__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_249_r1f3e6681t_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_249_r1f3e6681t_test_resize_q80,Real,0.093994,0.006668,0,0.447021,0,0.402986,0,0.402986,0,Blend,0.006668,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_249_r1f3e6681t_test_resize_q80.jpg
E14 Degraded External,real_raise_249_r1f3e6681t_test_double_jpeg,Real,0.013901,0.004383,0,0.387451,0,0.349144,0,0.349144,0,Blend,0.004383,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_249_r1f3e6681t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_stable-diffusion-2_240_r1e9082f9t_test_whatsapp_q75,AI,0.987793,0.896484,1,0.993652,1,0.983936,1,0.983935,1,Blend,0.896484,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,stable-diffusion-2,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-2_240_r1e9082f9t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_stable-diffusion-2_240_r1e9082f9t_test_resize_q80,AI,0.989746,0.870605,1,0.993652,1,0.981348,1,0.981347,1,Blend,0.870605,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,stable-diffusion-2,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-2_240_r1e9082f9t_test_resize_q80.jpg
E14 Degraded External,ai_sb_stable-diffusion-2_240_r1e9082f9t_test_double_jpeg,AI,0.985840,0.738281,1,0.990723,1,0.965479,1,0.965479,1,Blend,0.738281,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,stable-diffusion-2,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-2_240_r1e9082f9t_test_double_jpeg.jpg
E14 Degraded External,real_raise_181_r17754c77t_test_whatsapp_q75,Real,0.038818,0.234619,0,0.538086,1,0.507739,1,0.507739,1,Blend,0.538086,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_181_r17754c77t_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_181_r17754c77t_test_resize_q80,Real,0.017715,0.229248,0,0.528809,1,0.498853,0,0.498853,0,Blend,0.528809,1,E21,E20_correct__E21_wrong,E20_correct__E23_correct,E21_wrong__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_181_r17754c77t_test_resize_q80.jpg
E14 Degraded External,real_raise_181_r17754c77t_test_double_jpeg,Real,0.010208,0.179077,0,0.463623,0,0.435168,0,0.435168,0,Blend,0.179077,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_181_r17754c77t_test_double_jpeg.jpg
E14 Degraded External,real_raise_supp_019_r098cf7aet_test_whatsapp_q75,Real,0.008415,0.004452,0,0.363525,0,0.327618,0,0.327618,0,Blend,0.004452,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_supp_019_r098cf7aet_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_supp_019_r098cf7aet_test_resize_q80,Real,0.016281,0.004772,0,0.310059,0,0.279530,0,0.279530,0,Blend,0.004772,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_supp_019_r098cf7aet_test_resize_q80.jpg
E14 Degraded External,real_raise_supp_019_r098cf7aet_test_double_jpeg,Real,0.001032,0.005344,0,0.348633,0,0.314304,0,0.314304,0,Blend,0.005344,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_supp_019_r098cf7aet_test_double_jpeg.jpg
E14 Degraded External,real_raise_156_r140f3432t_test_whatsapp_q75,Real,0.000455,0.023285,0,0.274170,0,0.249081,0,0.249082,0,Blend,0.023285,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_156_r140f3432t_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_156_r140f3432t_test_resize_q80,Real,0.000294,0.017181,0,0.213745,0,0.194089,0,0.194089,0,Blend,0.017181,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_156_r140f3432t_test_resize_q80.jpg
E14 Degraded External,real_raise_156_r140f3432t_test_double_jpeg,Real,0.000075,0.021286,0,0.200439,0,0.182524,0,0.182524,0,Blend,0.021286,0,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_156_r140f3432t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_dalle3_051_r159d3942t_test_whatsapp_q75,AI,0.987305,0.991211,1,1.000000,1,0.999121,1,0.999121,1,Blend,0.991211,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,dalle3,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle3_051_r159d3942t_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_dalle3_051_r159d3942t_test_resize_q80,AI,0.989746,0.991699,1,1.000000,1,0.999170,1,0.999170,1,Blend,0.991699,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,dalle3,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle3_051_r159d3942t_test_resize_q80.jpg
E14 Degraded External,ai_sb_dalle3_051_r159d3942t_test_double_jpeg,AI,0.966309,0.987305,1,0.999512,1,0.998291,1,0.998291,1,Blend,0.987305,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,dalle3,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle3_051_r159d3942t_test_double_jpeg.jpg
E14 Degraded External,real_raise_159_r145215fft_test_whatsapp_q75,Real,0.261230,0.000817,0,0.882812,1,0.794613,1,0.794613,1,Blend,0.882812,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_159_r145215fft_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_159_r145215fft_test_resize_q80,Real,0.267578,0.000817,0,0.885254,1,0.796810,1,0.796810,1,Blend,0.885254,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_159_r145215fft_test_resize_q80.jpg
E14 Degraded External,real_raise_159_r145215fft_test_double_jpeg,Real,0.207520,0.000853,0,0.879883,1,0.791980,1,0.791980,1,Blend,0.879883,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_159_r145215fft_test_double_jpeg.jpg
E14 Degraded External,ai_sb_dalle2_002_r0150031ft_test_whatsapp_q75,AI,0.188599,0.089600,0,0.832520,1,0.758228,1,0.758228,1,Blend,0.832520,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,dalle2,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle2_002_r0150031ft_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_dalle2_002_r0150031ft_test_resize_q80,AI,0.168213,0.098755,0,0.886230,1,0.807483,1,0.807482,1,Blend,0.886230,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,dalle2,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle2_002_r0150031ft_test_resize_q80.jpg
E14 Degraded External,ai_sb_dalle2_002_r0150031ft_test_double_jpeg,AI,0.082092,0.072876,0,0.825684,1,0.750403,1,0.750403,1,Blend,0.825684,1,E21,E20_wrong__E21_correct,E20_wrong__E23_correct,E21_correct__E23_correct,dalle2,unknown,data/final_external_pool/final_test_degraded/ai_sb_dalle2_002_r0150031ft_test_double_jpeg.jpg
E14 Degraded External,real_raise_038_r04cfa379t_test_whatsapp_q75,Real,0.049500,0.090576,0,0.649902,1,0.593970,1,0.593969,1,Blend,0.649902,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_038_r04cfa379t_test_whatsapp_q75.jpg
E14 Degraded External,real_raise_038_r04cfa379t_test_resize_q80,Real,0.078491,0.117554,0,0.670410,1,0.615125,1,0.615124,1,Blend,0.670410,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_038_r04cfa379t_test_resize_q80.jpg
E14 Degraded External,real_raise_038_r04cfa379t_test_double_jpeg,Real,0.011421,0.060211,0,0.575195,1,0.523697,1,0.523697,1,Blend,0.575195,1,E21,E20_correct__E21_wrong,E20_correct__E23_wrong,E21_wrong__E23_wrong,camera,unknown,data/final_external_pool/final_test_degraded/real_raise_038_r04cfa379t_test_double_jpeg.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-3_157_r06743f8ft_test_whatsapp_q75,AI,0.473877,0.711426,1,0.953613,1,0.929395,1,0.929394,1,Blend,0.711426,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,stable-diffusion-1-3,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_157_r06743f8ft_test_whatsapp_q75.jpg
E14 Degraded External,ai_sb_stable-diffusion-1-3_157_r06743f8ft_test_resize_q80,AI,0.626953,0.663574,1,0.961914,1,0.932080,1,0.932080,1,Blend,0.663574,1,E20,both_correct,E20_correct__E23_correct,E21_correct__E23_correct,stable-diffusion-1-3,unknown,data/final_external_pool/final_test_degraded/ai_sb_stable-diffusion-1-3_157_r06743f8ft_test_resize_q80.jpg
