image_id,filepath,label,source_dataset,generator,generator_version,device_family,device_model,compression_status,compression_type,jpeg_quality_if_known,derived_from,split,provenance,license,sha256,dhash,ahash
e20_train_01383_resize_jpeg_resize,images/train/e20_train_01383_resize_jpeg_resize.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Apple iPhone,iPhone X,synthetic_compression,resize_jpeg_resize,75,e20_train_01383_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: downscale60_jpeg75_upscale,Academic Research Use / rawir,23ae15d52329978c8c757dac44f629342b767640e1da658d3635605a3db46a5e,e07f00fceb820000,ff0ff0ffff000000
e20_train_01383_social_media_whatsapp,images/train/e20_train_01383_social_media_whatsapp.jpg,Real,marcosv/rawir (iphonex-samsungs9),none,none,Apple iPhone,iPhone X,synthetic_compression,social_media_whatsapp,75,e20_train_01383_clean,train,https://huggingface.co/datasets/marcosv/rawir/resolve/main/iphonex-samsungs9.zip | transform: whatsapp_simulation_1280px_q75,Academic Research Use / rawir,0073394e23a1d74f3ab54520a48a4d2ba5747edbad75f432b24d01ae86cc238c,e07f00fccb800000,ff0ff0ffff000000
e20_train_01384_clean,images/train/e20_train_01384_clean.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,camera_original,clean,original,self,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/6246.jpg,Apache 2.0,abb20ac880a04f879cc1afeeb5c6e9e35d60292b0cad7747ed4fb0c2558abd54,f8ccce869e4b5594,ffe7e7c3c321e056
e20_train_01384_resize_jpeg,images/train/e20_train_01384_resize_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,resize_jpeg,80,e20_train_01384_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/6246.jpg | transform: resize_75pct_jpeg80,Apache 2.0,60882f712cbfd714ef7776cec2fa5884c6a3f5db728cf8f28908153a4606ab87,f8ccce869e4b5594,ffe7e7c3c321e056
e20_train_01384_moderate_jpeg,images/train/e20_train_01384_moderate_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,moderate_jpeg,65,e20_train_01384_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/6246.jpg | transform: jpeg65_subsampling420,Apache 2.0,d079130565aa560e93bf2ada93044397b356e39bf6b45f6b64e55390c1f8438f,f8ccce869e4b5594,ffe7e7c3c321e056
e20_train_01384_severe_jpeg,images/train/e20_train_01384_severe_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,severe_jpeg,40,e20_train_01384_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/6246.jpg | transform: jpeg40_subsampling420,Apache 2.0,09dc0b7ca7b438deb703f4b8de4da3896204dca107c7e90856884048d537af27,f8ccce869e4b5594,ffe7e7c3c321e056
e20_train_01384_sequential_jpeg,images/train/e20_train_01384_sequential_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,sequential_jpeg,60,e20_train_01384_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/6246.jpg | transform: sequential_jpeg85_jpeg60,Apache 2.0,f5667b6e2cbc5d3fbcf0c1f18ea25423a4ac735f163b32eceb9151b88273ec68,f8ccce869e4b5594,ffe7e7c3c321e056
e20_train_01384_resize_jpeg_resize,images/train/e20_train_01384_resize_jpeg_resize.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,resize_jpeg_resize,75,e20_train_01384_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/6246.jpg | transform: downscale60_jpeg75_upscale,Apache 2.0,04f148a75615e5a125c06773c1f12c70aa689ec1bf694a7abaed2e7401d69dd6,f8ccce869e4b5594,ffe7e7c3c321e056
e20_train_01384_social_media_whatsapp,images/train/e20_train_01384_social_media_whatsapp.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,social_media_whatsapp,75,e20_train_01384_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/6246.jpg | transform: whatsapp_simulation_1280px_q75,Apache 2.0,51af57e5ccc575d2eeeb928a76d2f466c3bca83c9dcd96a566d2a5e3b4c665fe,f8ccce869e4b5594,ffe7e7c3c321e056
e20_train_01385_clean,images/train/e20_train_01385_clean.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,camera_original,clean,original,self,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12135.jpg,Apache 2.0,5048e1b90b908a6ba266fec19e5de13b95e41d1b455c208b7fcf546ef5d90fbf,f0e8ece6c88cce8e,3c3e76327c466000
e20_train_01385_resize_jpeg,images/train/e20_train_01385_resize_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,resize_jpeg,80,e20_train_01385_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12135.jpg | transform: resize_75pct_jpeg80,Apache 2.0,3b316081a3bd1c7ddecaf507222f04d07c3e38ba16d0ba188983161d3fb88fab,f0e8ece6c88cce8e,3c3e76327c466000
e20_train_01385_moderate_jpeg,images/train/e20_train_01385_moderate_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,moderate_jpeg,65,e20_train_01385_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12135.jpg | transform: jpeg65_subsampling420,Apache 2.0,9023f7d0352f6a523680b3177520f5b8bd7012798dc059fe15e80e99f2f2cea5,f0e8ece6c88cce8e,3c3e76327c466000
e20_train_01385_severe_jpeg,images/train/e20_train_01385_severe_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,severe_jpeg,40,e20_train_01385_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12135.jpg | transform: jpeg40_subsampling420,Apache 2.0,032d33744188a66ee5446f1a411d834d23026a46c3607584bf5c1b0a3a61e8c0,f0e8ece6c88cce8e,3c3e76327c466000
e20_train_01385_sequential_jpeg,images/train/e20_train_01385_sequential_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,sequential_jpeg,60,e20_train_01385_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12135.jpg | transform: sequential_jpeg85_jpeg60,Apache 2.0,b8046daf9abeee9b18adadbd453d2b14a3332f028807b9d44826504eb4b85f3f,f0e8ece6c88cce8e,3c3e76327c466000
e20_train_01385_resize_jpeg_resize,images/train/e20_train_01385_resize_jpeg_resize.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,resize_jpeg_resize,75,e20_train_01385_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12135.jpg | transform: downscale60_jpeg75_upscale,Apache 2.0,37efd746abb3d958fd354a998ed3892c33a82ae7b73c1eaeca7ff7a6112e0eb4,f0e8ece6c88cce8e,3c3e76327c466000
e20_train_01385_social_media_whatsapp,images/train/e20_train_01385_social_media_whatsapp.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,social_media_whatsapp,75,e20_train_01385_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12135.jpg | transform: whatsapp_simulation_1280px_q75,Apache 2.0,7d0d2056275d904b2e0067c15857f089adec0da7cfa2093af3d0e7e4e58cf77f,f0e8ece6c88cce8e,3c3e76327c466000
e20_train_01386_clean,images/train/e20_train_01386_clean.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,camera_original,clean,original,self,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12634.jpg,Apache 2.0,2f90697f31bec6d52a1000e6793ff4b3ad41daf316a28b1b8ee3eac31da9483e,94cd96aaaab617ed,1c6767dfdbdb0100
e20_train_01386_resize_jpeg,images/train/e20_train_01386_resize_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,resize_jpeg,80,e20_train_01386_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12634.jpg | transform: resize_75pct_jpeg80,Apache 2.0,7b34bcbd13b8c8ea0fb84ecd56d87513456df3bfab5230572d24e948e6dbebfd,94cd96aaaab617ed,1c6767dfdbdb0100
e20_train_01386_moderate_jpeg,images/train/e20_train_01386_moderate_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,moderate_jpeg,65,e20_train_01386_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12634.jpg | transform: jpeg65_subsampling420,Apache 2.0,a1587fcd96492353d452d918af709556388dc9a1cfcd8dc2cadcfee1ac7b2148,94cd96aaaab617ed,1c6767dfdbdb0100
e20_train_01386_severe_jpeg,images/train/e20_train_01386_severe_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,severe_jpeg,40,e20_train_01386_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12634.jpg | transform: jpeg40_subsampling420,Apache 2.0,fbef26c685518cf2b9d7c28d5606efef134bca51803f72a2af210393d0122f76,94cd96aaaab617ed,1c6767dfdbdb0100
e20_train_01386_sequential_jpeg,images/train/e20_train_01386_sequential_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,sequential_jpeg,60,e20_train_01386_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12634.jpg | transform: sequential_jpeg85_jpeg60,Apache 2.0,9d6ccbb5f707373816bbe7f61e2a9a23f9bd3fcb336a7e0ea1b14c06ec2bccf7,94cd96aaaab617ed,1c6767dfdbdb0100
e20_train_01386_resize_jpeg_resize,images/train/e20_train_01386_resize_jpeg_resize.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,resize_jpeg_resize,75,e20_train_01386_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12634.jpg | transform: downscale60_jpeg75_upscale,Apache 2.0,66438f1501fd221c78436b03d32522dc3a8a3a4dbbcae8f90f42b0c095a30fe0,94cd96aaaab617ed,1c6767dfdbdb0100
e20_train_01386_social_media_whatsapp,images/train/e20_train_01386_social_media_whatsapp.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,social_media_whatsapp,75,e20_train_01386_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12634.jpg | transform: whatsapp_simulation_1280px_q75,Apache 2.0,87b0b0b52452b5fca4c281fe6c33ab89e613e63ed024c987e40206758b9f10c0,94cd96aaaab617ed,1c6767dfdbdb0100
e20_train_01387_clean,images/train/e20_train_01387_clean.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,camera_original,clean,original,self,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/1024.jpg,Apache 2.0,f1ea7228b0d32455309a8303c73cd75d7edcfc4d730c5198c0e5c1e01a15d37a,90d899baa8a37338,78fc4ddf9f11101c
e20_train_01387_resize_jpeg,images/train/e20_train_01387_resize_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,resize_jpeg,80,e20_train_01387_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/1024.jpg | transform: resize_75pct_jpeg80,Apache 2.0,fdd21e6be3752fe999b8a67c5928e0c3fc4553df41dcb510adc4ce9f5a82f3d0,90d899baa8a37338,78fc4ddf9f11101c
e20_train_01387_moderate_jpeg,images/train/e20_train_01387_moderate_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,moderate_jpeg,65,e20_train_01387_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/1024.jpg | transform: jpeg65_subsampling420,Apache 2.0,c2df8eb4ddd2244017d3937bc59d22e9e92f3cabe2d32341b23854ad3d211a73,90d899baa8a37338,78fc4ddf9f11101c
e20_train_01387_severe_jpeg,images/train/e20_train_01387_severe_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,severe_jpeg,40,e20_train_01387_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/1024.jpg | transform: jpeg40_subsampling420,Apache 2.0,03ef0da103b29c59295c812d025e2aefd75abc4fa85c36cdd76351d5f26d834e,90d899baa8a37338,78fc4ddf9f11101c
e20_train_01387_sequential_jpeg,images/train/e20_train_01387_sequential_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,sequential_jpeg,60,e20_train_01387_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/1024.jpg | transform: sequential_jpeg85_jpeg60,Apache 2.0,8d378ff1ba3fa22fdbb99861759c947546d82be2d18ba881669145b96ffacbfa,90d899baa8a37338,78fc4ddf9f11101c
e20_train_01387_resize_jpeg_resize,images/train/e20_train_01387_resize_jpeg_resize.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,resize_jpeg_resize,75,e20_train_01387_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/1024.jpg | transform: downscale60_jpeg75_upscale,Apache 2.0,d0b46609afd6db756e428a2b93c463d682859b17ee78c0856c69488fe8ce2e7a,90d899baa8a37338,78fc4ddf9f11101c
e20_train_01387_social_media_whatsapp,images/train/e20_train_01387_social_media_whatsapp.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,social_media_whatsapp,75,e20_train_01387_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/1024.jpg | transform: whatsapp_simulation_1280px_q75,Apache 2.0,d32d9fd53462cee10bcce99aa9dd32e5c6073a4681bcd37397353dd63a6447ff,90d899baa8a37338,78fc4ddf9f11101c
e20_train_01388_clean,images/train/e20_train_01388_clean.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,camera_original,clean,original,self,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12791.jpg,Apache 2.0,c55af1c4fef2533a68a41194dde610075dade10950be7f5c2e83a201d14f8952,b8b2d4cccdececdc,3eff7e6664240604
e20_train_01388_resize_jpeg,images/train/e20_train_01388_resize_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,resize_jpeg,80,e20_train_01388_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12791.jpg | transform: resize_75pct_jpeg80,Apache 2.0,f76426163b57930e18dec20842f5b9f7f173051e97f781bf901dd842603c6d97,b8b2d4cccdececdc,3eff7e6664240604
e20_train_01388_moderate_jpeg,images/train/e20_train_01388_moderate_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,moderate_jpeg,65,e20_train_01388_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12791.jpg | transform: jpeg65_subsampling420,Apache 2.0,cdd337cae1fbf402aed6a302a9817c7e855eb7c5e380d06c2e0f5858b5a9b26c,b0b2d4cccdececdc,3eff7e6664240604
e20_train_01388_severe_jpeg,images/train/e20_train_01388_severe_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,severe_jpeg,40,e20_train_01388_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12791.jpg | transform: jpeg40_subsampling420,Apache 2.0,29c91064485e62a4eea4d0d030f530f5e4b98cf9b4d6637feecc85c86fddec43,b8b2d4cccdececdc,3eff7e6664240604
e20_train_01388_sequential_jpeg,images/train/e20_train_01388_sequential_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,sequential_jpeg,60,e20_train_01388_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12791.jpg | transform: sequential_jpeg85_jpeg60,Apache 2.0,f51dd6b79e59c6ce7e0dc63a473d6c611b5b72d79781104628218d3c9b207a58,b8b2d4cccdececdc,3eff7e6664240604
e20_train_01388_resize_jpeg_resize,images/train/e20_train_01388_resize_jpeg_resize.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,resize_jpeg_resize,75,e20_train_01388_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12791.jpg | transform: downscale60_jpeg75_upscale,Apache 2.0,6434ace0d1eec190d850102ac9a4499ac4f802b727b4af32b17fcc16305c78f9,b8b2d4cccdececdc,3eff7e6664240604
e20_train_01388_social_media_whatsapp,images/train/e20_train_01388_social_media_whatsapp.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,social_media_whatsapp,75,e20_train_01388_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/12791.jpg | transform: whatsapp_simulation_1280px_q75,Apache 2.0,3ca592a530e3f381733f98e9d3c5240923d66682b7ef6d22e5dd78b4b76e952c,b8b2d4cccdececdc,3eff7e6664240604
e20_train_01389_clean,images/train/e20_train_01389_clean.png,Real,GRIP Unina (real_RAISE_1k),none,none,Nikon DSLR,Nikon D7000 / D90,uncompressed,clean,original,self,train,https://www.grip.unina.it/download/prog/DMimageDetection/real_RAISE_1k.zip,RAISE Dataset / Research Only,10d6306b8f9716c322447b01153402f993e097516703ad8ce102aae15b3313c5,eef1c192d14989e9,fffff0c0f8a0e000
e20_train_01389_resize_jpeg,images/train/e20_train_01389_resize_jpeg.jpg,Real,GRIP Unina (real_RAISE_1k),none,none,Nikon DSLR,Nikon D7000 / D90,synthetic_compression,resize_jpeg,80,e20_train_01389_clean,train,https://www.grip.unina.it/download/prog/DMimageDetection/real_RAISE_1k.zip | transform: resize_75pct_jpeg80,RAISE Dataset / Research Only,e54a83c975d58034f1ee1b205ddd6e6a077ff65a8ec6c5d89de326263a9ffd59,eef1c192d14989e9,fffff0c0f8a0e000
e20_train_01389_moderate_jpeg,images/train/e20_train_01389_moderate_jpeg.jpg,Real,GRIP Unina (real_RAISE_1k),none,none,Nikon DSLR,Nikon D7000 / D90,synthetic_compression,moderate_jpeg,65,e20_train_01389_clean,train,https://www.grip.unina.it/download/prog/DMimageDetection/real_RAISE_1k.zip | transform: jpeg65_subsampling420,RAISE Dataset / Research Only,a98ee642af3f8db406d9fa06f3e88c1fe628fab2fd7de71fc7bc0a0d0e9bac31,eef1c192d14989e9,fffff0c0f8a0e000
e20_train_01389_severe_jpeg,images/train/e20_train_01389_severe_jpeg.jpg,Real,GRIP Unina (real_RAISE_1k),none,none,Nikon DSLR,Nikon D7000 / D90,synthetic_compression,severe_jpeg,40,e20_train_01389_clean,train,https://www.grip.unina.it/download/prog/DMimageDetection/real_RAISE_1k.zip | transform: jpeg40_subsampling420,RAISE Dataset / Research Only,7769446ac27c0b623ee844d3b221f9c31fb592f140c58cee2f7ebfb5c5683715,eef1c192d14989e9,fffff0c0f8a0e000
e20_train_01389_sequential_jpeg,images/train/e20_train_01389_sequential_jpeg.jpg,Real,GRIP Unina (real_RAISE_1k),none,none,Nikon DSLR,Nikon D7000 / D90,synthetic_compression,sequential_jpeg,60,e20_train_01389_clean,train,https://www.grip.unina.it/download/prog/DMimageDetection/real_RAISE_1k.zip | transform: sequential_jpeg85_jpeg60,RAISE Dataset / Research Only,466beb109841655404a321e93e258592f81a6a5b0176cd2b45d03e9241aa38a6,eef1c192d14989e9,fffff0c0f8a0e000
e20_train_01389_resize_jpeg_resize,images/train/e20_train_01389_resize_jpeg_resize.jpg,Real,GRIP Unina (real_RAISE_1k),none,none,Nikon DSLR,Nikon D7000 / D90,synthetic_compression,resize_jpeg_resize,75,e20_train_01389_clean,train,https://www.grip.unina.it/download/prog/DMimageDetection/real_RAISE_1k.zip | transform: downscale60_jpeg75_upscale,RAISE Dataset / Research Only,1622bda18506e4272bc0fe70359ec16cf8bdec5dad7809158d42bf77e905363f,eef1c192d14989e9,fffff0c0f8a0e000
e20_train_01389_social_media_whatsapp,images/train/e20_train_01389_social_media_whatsapp.jpg,Real,GRIP Unina (real_RAISE_1k),none,none,Nikon DSLR,Nikon D7000 / D90,synthetic_compression,social_media_whatsapp,75,e20_train_01389_clean,train,https://www.grip.unina.it/download/prog/DMimageDetection/real_RAISE_1k.zip | transform: whatsapp_simulation_1280px_q75,RAISE Dataset / Research Only,e36a02775b0a0454563dada61f1e9e18249b8710045422a0222e7dbb8c3108ce,eef1c192d14989e9,fffff0c0f8a0e000
e20_train_01390_clean,images/train/e20_train_01390_clean.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,camera_original,clean,original,self,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/2258.jpg,Apache 2.0,f705d31b9a8081979195fde2b3c37149da7f4a91aaf2f63f52f724eb8ed24127,fcf3d6ccb698d8f0,7f7f63671a0c0000
e20_train_01390_resize_jpeg,images/train/e20_train_01390_resize_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,resize_jpeg,80,e20_train_01390_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/2258.jpg | transform: resize_75pct_jpeg80,Apache 2.0,152a5a12788d9802c13689f8cb1fdff619094b018e9e19efb1ebfa2073020b05,fcf3d6ccb698d8f0,7f7f63671a0c0000
e20_train_01390_moderate_jpeg,images/train/e20_train_01390_moderate_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,moderate_jpeg,65,e20_train_01390_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/2258.jpg | transform: jpeg65_subsampling420,Apache 2.0,68c6a3f333920f10ae2147511ed1d1b63340e0fac3ea23032716743444d41209,fcf3d6ccb698d8f0,7f7f63671a0c0000
e20_train_01390_severe_jpeg,images/train/e20_train_01390_severe_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,severe_jpeg,40,e20_train_01390_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/2258.jpg | transform: jpeg40_subsampling420,Apache 2.0,dc9b4b574e2041a83564ae566f0b16a33c94e78d52bf7e5c8326a0506af56996,fcf3d6ccb698d8f0,7f7f63671a0c0000
e20_train_01390_sequential_jpeg,images/train/e20_train_01390_sequential_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,sequential_jpeg,60,e20_train_01390_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/2258.jpg | transform: sequential_jpeg85_jpeg60,Apache 2.0,e9b1d39c48546c0ae37de043f803fe9cf18a7e9140d40d5fbba09d50888b6206,fcf3d6ccb698d870,7f7f63671a0c0000
e20_train_01390_resize_jpeg_resize,images/train/e20_train_01390_resize_jpeg_resize.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,resize_jpeg_resize,75,e20_train_01390_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/2258.jpg | transform: downscale60_jpeg75_upscale,Apache 2.0,8055652652ab51e5711c95c1a887f79e452493cbd840268d724468a883ec3d3a,fcf3d6ccb698d8f0,7f7f63671a0c0000
e20_train_01390_social_media_whatsapp,images/train/e20_train_01390_social_media_whatsapp.jpg,AI,data-is-better-together/open-image-preferences-v1,FLUX.1 [dev],Flux.1-dev,none,none,synthetic_compression,social_media_whatsapp,75,e20_train_01390_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_dev/2258.jpg | transform: whatsapp_simulation_1280px_q75,Apache 2.0,1e6094c86797f6bfd046ac0a8c36076fa071c4f77d09ca7f077750b0c9bcc565,fcf3d6ccb698d8f0,7f7f63671a0c0000
e20_train_01391_clean,images/train/e20_train_01391_clean.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,camera_original,clean,original,self,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/8888.jpg,Apache 2.0,fc11866ad59017f8d9b8d7fada7e718d899acbc20fe053f4c9f936de0ebab520,e6dfdbdede3d7737,3f3f4f4f4f070301
e20_train_01391_resize_jpeg,images/train/e20_train_01391_resize_jpeg.jpg,AI,data-is-better-together/open-image-preferences-v1,Stable Diffusion,SD-3.5 / SDXL,none,none,synthetic_compression,resize_jpeg,80,e20_train_01391_clean,train,https://huggingface.co/datasets/data-is-better-together/open-image-preferences-v1/resolve/main/image_quality_sd/8888.jpg | transform: resize_75pct_jpeg80,Apache 2.0,899e53247d2f1a5a1a451049f7786d238755c3b2e470a6d8271fcbe1ea2e29a4,e6dfdbdfde3d3737,3f3f4f4f4f070301
