benchmark,image_id,label,e20_vs_e24_transition,e21_vs_e24_transition,generator,device_family
E14 Degraded External,ai_sb_stable-diffusion-2_228_r1297fd0bt_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_228_r1297fd0bt_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_219_r08996953t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_219_r08996953t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_219_r08996953t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_171_r159d3942t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_171_r159d3942t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_171_r159d3942t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_wrong__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,real_raise_102_r0cfedd72t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_102_r0cfedd72t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_102_r0cfedd72t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_193_r0cd4ffb0t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_193_r0cd4ffb0t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_193_r0cd4ffb0t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,real_raise_170_r15f16465t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_170_r15f16465t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_170_r15f16465t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_glide_118_r1c9fdcf4t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_118_r1c9fdcf4t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_118_r1c9fdcf4t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,real_raise_097_r0c1f588dt_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_097_r0c1f588dt_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_097_r0c1f588dt_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_121_r0faffef3t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_121_r0faffef3t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_121_r0faffef3t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_midjourney-v5_138_r1297fd0bt_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_138_r1297fd0bt_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_138_r1297fd0bt_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,midjourney-v5,unknown
E14 Degraded External,real_raise_026_r0372042dt_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_026_r0372042dt_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_026_r0372042dt_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,ai_sb_midjourney-v5_133_r0cd4ffb0t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_133_r0cd4ffb0t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_133_r0cd4ffb0t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,real_raise_185_r180bcbd7t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_185_r180bcbd7t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_185_r180bcbd7t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_080_r0a19cb85t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_080_r0a19cb85t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_080_r0a19cb85t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_187_r06743f8ft_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_187_r06743f8ft_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-4_187_r06743f8ft_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,real_raise_123_r0fdfc4f0t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_123_r0fdfc4f0t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_123_r0fdfc4f0t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_glide_107_r116825e2t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_107_r116825e2t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_107_r116825e2t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,real_raise_045_r05bf2f53t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_045_r05bf2f53t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_045_r05bf2f53t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_dalle3_053_r17fe8532t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,ai_sb_dalle3_053_r17fe8532t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,ai_sb_dalle3_053_r17fe8532t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle3,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_213_r026b5360t_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_213_r026b5360t_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_213_r026b5360t_test_double_jpeg,AI,E20_correct__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,real_raise_018_r0279b17bt_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_018_r0279b17bt_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_018_r0279b17bt_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_055_r0703243bt_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_055_r0703243bt_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_055_r0703243bt_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_firefly_079_r138ad247t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_079_r138ad247t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_079_r138ad247t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,firefly,unknown
E14 Degraded External,ai_sb_firefly_090_r1e9082f9t_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_firefly_090_r1e9082f9t_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_firefly_090_r1e9082f9t_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_225_r0f5beb66t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_225_r0f5beb66t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_225_r0f5beb66t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_supp_stable-diffusion-1-4_020_r002fc3e2t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_supp_stable-diffusion-1-4_020_r002fc3e2t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,ai_sb_supp_stable-diffusion-1-4_020_r002fc3e2t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_wrong__E24_correct,stable-diffusion-1-4,unknown
E14 Degraded External,real_raise_206_r1a8fe570t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_206_r1a8fe570t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_206_r1a8fe570t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_058_r079d086et_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_058_r079d086et_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_058_r079d086et_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_glide_101_r0a9384b1t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_101_r0a9384b1t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_101_r0a9384b1t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_wrong__E24_correct,glide,unknown
E14 Degraded External,real_raise_supp_041_r15efd876t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_041_r15efd876t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_041_r15efd876t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_009_r04395e54t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_009_r04395e54t_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_009_r04395e54t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_152_r13934dc7t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_152_r13934dc7t_test_resize_q80,Real,E20_correct__E24_wrong,E21_correct__E24_wrong,camera,unknown
E14 Degraded External,real_raise_152_r13934dc7t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_028_r0f25b326t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_028_r0f25b326t_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_028_r0f25b326t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_014_r070a874ct_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_014_r070a874ct_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_014_r070a874ct_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_006_r02d732f8t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_006_r02d732f8t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_006_r02d732f8t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_dalle2_022_r169c7350t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_022_r169c7350t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_022_r169c7350t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,real_raise_supp_025_r0cea5432t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_025_r0cea5432t_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_025_r0cea5432t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_242_r1e8acc5ct_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_242_r1e8acc5ct_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_242_r1e8acc5ct_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_midjourney-v5_126_r056f233bt_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_126_r056f233bt_test_resize_q80,AI,E20_correct__E24_wrong,E21_correct__E24_wrong,midjourney-v5,unknown
E14 Degraded External,ai_sb_midjourney-v5_126_r056f233bt_test_double_jpeg,AI,E20_correct__E24_wrong,E21_wrong__E24_wrong,midjourney-v5,unknown
E14 Degraded External,real_raise_035_r047aa954t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_035_r047aa954t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_035_r047aa954t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_dalle2_012_r0b7b1156t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_012_r0b7b1156t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_012_r0b7b1156t_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,dalle2,unknown
E14 Degraded External,real_raise_184_r17f60607t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_184_r17f60607t_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_184_r17f60607t_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_127_r1070b804t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_127_r1070b804t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_127_r1070b804t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_176_r1ad2de34t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_176_r1ad2de34t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_176_r1ad2de34t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_firefly_076_r102b4aa4t_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_firefly_076_r102b4aa4t_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_firefly_076_r102b4aa4t_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,firefly,unknown
E14 Degraded External,ai_sb_supp_stable-diffusion-2_024_r00444b95t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_supp_stable-diffusion-2_024_r00444b95t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_supp_stable-diffusion-2_024_r00444b95t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_215_r045be2act_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_215_r045be2act_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_215_r045be2act_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_177_r1bdb6385t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_177_r1bdb6385t_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_177_r1bdb6385t_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_212_r0150031ft_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_212_r0150031ft_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,ai_sb_stable-diffusion-2_212_r0150031ft_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-2,unknown
E14 Degraded External,real_raise_supp_039_r14902ba4t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_039_r14902ba4t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_039_r14902ba4t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_070_r08d2b4dat_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_070_r08d2b4dat_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_070_r08d2b4dat_test_double_jpeg,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,ai_sb_dalle2_001_r000da54ft_test_whatsapp_q75,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_001_r000da54ft_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,dalle2,unknown
E14 Degraded External,ai_sb_dalle2_001_r000da54ft_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,dalle2,unknown
E14 Degraded External,real_raise_114_r0f137652t_test_whatsapp_q75,Real,E20_wrong__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_114_r0f137652t_test_resize_q80,Real,E20_wrong__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_114_r0f137652t_test_double_jpeg,Real,E20_wrong__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_supp_midjourney-v5_013_r001d260dt_test_whatsapp_q75,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_supp_midjourney-v5_013_r001d260dt_test_resize_q80,AI,E20_correct__E24_correct,E21_correct__E24_correct,midjourney-v5,unknown
E14 Degraded External,ai_sb_supp_midjourney-v5_013_r001d260dt_test_double_jpeg,AI,E20_correct__E24_wrong,E21_correct__E24_wrong,midjourney-v5,unknown
E14 Degraded External,real_raise_supp_001_r001d260dt_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_001_r001d260dt_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_001_r001d260dt_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_212_r1b1c1019t_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_212_r1b1c1019t_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_212_r1b1c1019t_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_170_r145221d9t_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_170_r145221d9t_test_resize_q80,AI,E20_wrong__E24_wrong,E21_correct__E24_wrong,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_stable-diffusion-1-3_170_r145221d9t_test_double_jpeg,AI,E20_wrong__E24_wrong,E21_wrong__E24_wrong,stable-diffusion-1-3,unknown
E14 Degraded External,ai_sb_glide_094_r0372042dt_test_whatsapp_q75,AI,E20_wrong__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_094_r0372042dt_test_resize_q80,AI,E20_wrong__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,ai_sb_glide_094_r0372042dt_test_double_jpeg,AI,E20_wrong__E24_correct,E21_correct__E24_correct,glide,unknown
E14 Degraded External,real_raise_218_r1be2a3d5t_test_whatsapp_q75,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_218_r1be2a3d5t_test_resize_q80,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_218_r1be2a3d5t_test_double_jpeg,Real,E20_correct__E24_wrong,E21_wrong__E24_wrong,camera,unknown
E14 Degraded External,real_raise_supp_034_r1267fa5bt_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_034_r1267fa5bt_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_supp_034_r1267fa5bt_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_120_r0f98115dt_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_120_r0f98115dt_test_resize_q80,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_120_r0f98115dt_test_double_jpeg,Real,E20_correct__E24_correct,E21_wrong__E24_correct,camera,unknown
E14 Degraded External,real_raise_173_r1645a09ct_test_whatsapp_q75,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
E14 Degraded External,real_raise_173_r1645a09ct_test_resize_q80,Real,E20_correct__E24_correct,E21_correct__E24_correct,camera,unknown
